,date,state,PM2.5,CO,NO2,PM10,SO2
5476,2020-01-16,Washington,3.6,0.3,33.8,11,1.2
5501,2020-01-17,Washington,8.8,0.3,30.5,14,0.6
5526,2020-01-18,Washington,4.2,0.2,29.4,7,0.5
5551,2020-01-19,Washington,10,0.3,23.9,6,0.6
5576,2020-01-20,Washington,12.2,0.3,27.3,16,0.9
5601,2020-01-21,Washington,3.6,0.3,23.7,10,0.2
5626,2020-01-22,Washington,4.5,0.3,27.5,3,0.3
5651,2020-01-23,Washington,2,0.3,25.7,10,0.4
5676,2020-01-24,Washington,2.5,0.2,28,4,1.2
5701,2020-01-25,Washington,4.4,0.2,28.3,5,0.3
5726,2020-01-26,Washington,3.5,0.2,22.3,2,0.5
5751,2020-01-27,Washington,2.7,0.2,32.3,4,0.3
5776,2020-01-28,Washington,3.6,0.3,28.9,7,0.5
5801,2020-01-29,Washington,3.9,0.3,32.1,4,0.3
5826,2020-01-30,Washington,5.8,0.3,21.7,5,0.4
5851,2020-01-31,Washington,1.5,0.3,22,5,0.5
5876,2020-02-01,Washington,3.2,0.1,18.5,6,0.4
5901,2020-02-02,Washington,10.8,0.3,21.3,3,0.4
5926,2020-02-03,Washington,8.4,0.3,30.1,6,0.5
5951,2020-02-04,Washington,10,0.3,23.7,8,0.3
5976,2020-02-05,Washington,1,0.3,13.9,8,0.5
6001,2020-02-06,Washington,0.7,0.3,20.9,4,0.3
6026,2020-02-07,Washington,1.3,0.3,17.5,5,0.4
6051,2020-02-08,Washington,10,0.2,24.7,6,0.5
6076,2020-02-09,Washington,12.7,0.3,26.4,2,0.2
6101,2020-02-10,Washington,19.7,0.4,27.1,7,0.4
6126,2020-02-11,Washington,9.7,0.3,17.4,13,0.4
6151,2020-02-12,Washington,5.8,0.4,30.7,10,0.5
6176,2020-02-13,Washington,6.4,0.4,22.6,13,0.5
6201,2020-02-14,Washington,2.8,0.2,18.7,8,0.4
6226,2020-02-15,Washington,1.6,0.2,12.9,1,0.5
6251,2020-02-16,Washington,2.8,0.2,13.5,1,0.4
6276,2020-02-17,Washington,8.9,0.3,28.9,3,0.3
6301,2020-02-18,Washington,11.1,0.3,22.7,17,0.5
6326,2020-02-19,Washington,12.3,0.3,37.5,14,0.5
6351,2020-02-20,Washington,12,0.4,41.1,14,0.5
6376,2020-02-21,Washington,15.6,0.3,34.8,25,0.5
6401,2020-02-22,Washington,7.1,0.4,28.8,18,0.4
6426,2020-02-23,Washington,5.1,0.4,24.4,76,0.4
6451,2020-02-24,Washington,9,0.2,37.4,29,0.2
6476,2020-02-25,Washington,10.2,0.3,32.9,19,0.2
6501,2020-02-26,Washington,10.4,0.4,29.3,18,0.2
6526,2020-02-27,Washington,10.5,0.3,33.3,21,0.3
6551,2020-02-28,Washington,10.2,0.3,24.3,34,0.6
6576,2020-02-29,Washington,3.3,0.2,19,26,0.7
6601,2020-03-01,Washington,6.6,0.2,28.2,2,0.6
6626,2020-03-02,Washington,2.6,0.2,25.5,32,0.4
6651,2020-03-03,Washington,1.9,0.2,18.4,46,0.5
6676,2020-03-04,Washington,7.1,0.3,36.4,17,0.5
6701,2020-03-05,Washington,9.9,0.3,27.7,32,0.5
6726,2020-03-06,Washington,5.3,0.3,30.1,12,0.5
6751,2020-03-07,Washington,8.3,0.4,19.7,2,0.6
6776,2020-03-08,Washington,7,0.2,18.2,1,0.5
6801,2020-03-09,Washington,11.8,0.3,38.8,10,0.7
6825,2020-03-10,Washington,9,0.3,31.4,12,0.4
6849,2020-03-11,Washington,3.2,0.2,21.9,18,0.5
6873,2020-03-12,Washington,7.9,0.3,28.9,13,0.5
6897,2020-03-13,Washington,4.4,0.2,33,17,0.7
6921,2020-03-14,Washington,4.1,0.2,11.8,20,1.1
6945,2020-03-15,Washington,4,0.2,10.4,11,0.8
6969,2020-03-16,Washington,6.8,0.2,31.2,11,0.7
6993,2020-03-17,Washington,15.7,0.4,34.5,19,0.6
7017,2020-03-18,Washington,16.2,0.3,43.6,22,0.9
7041,2020-03-19,Washington,18.8,0.4,41.5,24,0.7
7065,2020-03-20,Washington,19.7,0.3,34.9,26,0.5
7089,2020-03-21,Washington,17.5,0.2,28,14,0.7
7113,2020-03-22,Washington,20.1,0.3,29,17,0.7
7137,2020-03-23,Washington,2.5,0.2,22,34,0.7
7161,2020-03-24,Washington,3.1,0.2,26.3,4,0.6
7185,2020-03-25,Washington,3.1,NA,27.4,3,0.7
7209,2020-03-26,Washington,4.8,NA,22.3,11,0.7
7233,2020-03-27,Washington,5.7,NA,28.7,7,0.6
7257,2020-03-28,Washington,2.9,0.2,11.8,6,0.9
7281,2020-03-29,Washington,2.6,0.2,6.8,10,0.7
7305,2020-03-30,Washington,2.6,0.2,15.8,29,0.7
7329,2020-03-31,Washington,2.3,0.2,23,11,0.7
7353,2020-04-01,Washington,4.4,0.2,NA,NA,NA
7377,2020-04-02,Washington,5.6,NA,NA,NA,NA
7401,2020-04-03,Washington,5.3,NA,NA,NA,NA
7424,2020-04-04,Washington,6.6,NA,NA,NA,NA
7447,2020-04-05,Washington,4.3,NA,NA,NA,NA
7470,2020-04-06,Washington,7.4,NA,NA,NA,NA
7494,2020-04-07,Washington,8.5,NA,NA,NA,NA
7516,2020-04-08,Washington,13.7,NA,NA,NA,NA
7538,2020-04-09,Washington,11.2,NA,NA,NA,NA
7562,2020-04-10,Washington,10,NA,NA,NA,NA
7586,2020-04-11,Washington,6.2,NA,NA,NA,NA
7609,2020-04-12,Washington,9.2,NA,NA,NA,NA
7633,2020-04-13,Washington,8,NA,NA,NA,NA
7656,2020-04-14,Washington,6.8,NA,NA,NA,NA
7679,2020-04-15,Washington,3.7,NA,NA,NA,NA
7703,2020-04-16,Washington,9.8,NA,NA,NA,NA
7727,2020-04-17,Washington,8.6,NA,NA,NA,NA
7751,2020-04-18,Washington,4.5,NA,NA,NA,NA
7775,2020-04-19,Washington,3.6,NA,NA,NA,NA
7799,2020-04-20,Washington,7.2,NA,NA,NA,NA
7823,2020-04-21,Washington,2.2,NA,NA,NA,NA
7847,2020-04-22,Washington,3.9,NA,NA,NA,NA
7871,2020-04-23,Washington,2.5,NA,NA,NA,NA
7895,2020-04-24,Washington,6.8,NA,NA,NA,NA
7919,2020-04-25,Washington,8.1,NA,NA,NA,NA
7943,2020-04-26,Washington,5.4,NA,NA,NA,NA
7967,2020-04-27,Washington,3.3,NA,NA,NA,NA
7991,2020-04-28,Washington,7.3,NA,NA,NA,NA
8015,2020-04-29,Washington,4.9,NA,NA,NA,NA
8039,2020-04-30,Washington,3.1,NA,NA,NA,NA
8063,2020-05-01,Washington,7.2,NA,NA,NA,NA
8087,2020-05-02,Washington,6.7,NA,NA,NA,NA
8111,2020-05-03,Washington,4.2,NA,NA,NA,NA
8135,2020-05-04,Washington,5.3,NA,NA,NA,NA
8159,2020-05-05,Washington,4.7,NA,NA,NA,NA
8183,2020-05-06,Washington,2.8,NA,NA,NA,NA
8207,2020-05-07,Washington,5.2,NA,NA,NA,NA
8229,2020-05-08,Washington,5.4,NA,NA,NA,NA
8253,2020-05-09,Washington,9.7,NA,NA,NA,NA
8277,2020-05-10,Washington,7.9,NA,NA,NA,NA
8301,2020-05-11,Washington,6.1,NA,NA,NA,NA
8325,2020-05-12,Washington,5,NA,NA,NA,NA
8349,2020-05-13,Washington,3,NA,NA,NA,NA
8373,2020-05-14,Washington,2.9,NA,NA,NA,NA
8397,2020-05-15,Washington,5.3,NA,NA,NA,NA
8421,2020-05-16,Washington,9.6,NA,NA,NA,NA
8445,2020-05-17,Washington,3.7,NA,NA,NA,NA
8469,2020-05-18,Washington,4.1,NA,NA,NA,NA
8493,2020-05-19,Washington,2.4,NA,NA,NA,NA
8517,2020-05-20,Washington,2.8,NA,NA,NA,NA
8540,2020-05-21,Washington,2.1,NA,NA,NA,NA
8564,2020-05-22,Washington,3.2,NA,NA,NA,NA
8588,2020-05-23,Washington,4,NA,NA,NA,NA
8612,2020-05-24,Washington,5,NA,NA,NA,NA
8636,2020-05-25,Washington,2.9,NA,NA,NA,NA
8660,2020-05-26,Washington,3.8,NA,NA,NA,NA
8684,2020-05-27,Washington,4.3,NA,NA,NA,NA
8708,2020-05-28,Washington,6.5,NA,NA,NA,NA
8732,2020-05-29,Washington,6.2,NA,NA,NA,NA
8754,2020-05-30,Washington,5.7,NA,NA,NA,NA
8777,2020-05-31,Washington,3.7,NA,NA,NA,NA
8800,2020-06-01,Washington,5.8,NA,NA,NA,NA
8823,2020-06-02,Washington,4.3,NA,NA,NA,NA
8845,2020-06-03,Washington,5.4,NA,NA,NA,NA
8868,2020-06-04,Washington,3.8,NA,NA,NA,NA
8891,2020-06-05,Washington,4.4,NA,NA,NA,NA
8914,2020-06-06,Washington,2.9,NA,NA,NA,NA
8937,2020-06-07,Washington,2.7,NA,NA,NA,NA
8960,2020-06-08,Washington,3.5,NA,NA,NA,NA
8983,2020-06-09,Washington,2.4,NA,NA,NA,NA
9005,2020-06-10,Washington,3.9,NA,NA,NA,NA
9027,2020-06-11,Washington,3.4,NA,NA,NA,NA
9050,2020-06-12,Washington,3.3,NA,NA,NA,NA
9073,2020-06-13,Washington,2.6,NA,NA,NA,NA
9096,2020-06-14,Washington,3.5,NA,NA,NA,NA
9119,2020-06-15,Washington,2.8,NA,NA,NA,NA
9142,2020-06-16,Washington,3,NA,NA,NA,NA
9165,2020-06-17,Washington,4.3,NA,NA,NA,NA
9188,2020-06-18,Washington,4.9,NA,NA,NA,NA
9211,2020-06-19,Washington,6.6,NA,NA,NA,NA
9234,2020-06-20,Washington,3.4,NA,NA,NA,NA
9256,2020-06-21,Washington,2.5,NA,NA,NA,NA
9278,2020-06-22,Washington,4.6,NA,NA,NA,NA
9300,2020-06-23,Washington,4,NA,NA,NA,NA
9322,2020-06-24,Washington,3.1,NA,NA,NA,NA
9345,2020-06-25,Washington,4.5,NA,NA,NA,NA
9366,2020-06-26,Washington,4.4,NA,NA,NA,NA
9388,2020-06-27,Washington,2.3,NA,NA,NA,NA
9409,2020-06-28,Washington,3.8,NA,NA,NA,NA
9431,2020-06-29,Washington,5.9,NA,NA,NA,NA
9454,2020-06-30,Washington,3,NA,NA,NA,NA
9477,2020-07-01,Washington,2.5,NA,NA,NA,NA
9500,2020-07-02,Washington,7.9,NA,NA,NA,NA
9523,2020-07-03,Washington,5,NA,NA,NA,NA
9546,2020-07-04,Washington,11.4,NA,NA,NA,NA
9569,2020-07-05,Washington,10.3,NA,NA,NA,NA
9590,2020-07-06,Washington,3.5,NA,NA,NA,NA
5103,2020-01-01,West Virginia,3.3,0.3,NA,8,1
5128,2020-01-02,West Virginia,5.8,0.3,NA,16,0
5153,2020-01-03,West Virginia,5.9,0.6,NA,11,0
5178,2020-01-04,West Virginia,2.5,0.6,NA,5,0
5203,2020-01-05,West Virginia,4.7,0.3,NA,6,8
5228,2020-01-06,West Virginia,5.2,0.3,NA,8,0
5253,2020-01-07,West Virginia,4.7,0.4,NA,17,5
5278,2020-01-08,West Virginia,4.5,0.4,NA,10,0
5303,2020-01-09,West Virginia,6.3,0.5,NA,13,0
5328,2020-01-10,West Virginia,6.6,0.6,NA,16,0
5353,2020-01-11,West Virginia,2.6,0.6,NA,12,1
5378,2020-01-12,West Virginia,2.3,0.3,NA,3,3
5403,2020-01-13,West Virginia,7,0.4,NA,14,24
5428,2020-01-14,West Virginia,7.9,0.5,NA,18,0
5453,2020-01-15,West Virginia,4.2,0.4,NA,18,0
5478,2020-01-16,West Virginia,5.1,0.2,NA,7,0
5503,2020-01-17,West Virginia,6.1,0.2,NA,9,2
5528,2020-01-18,West Virginia,2.9,0.2,NA,6,1
5553,2020-01-19,West Virginia,6.2,0.2,NA,12,0
5578,2020-01-20,West Virginia,9.9,0.2,NA,9,0
5603,2020-01-21,West Virginia,8.8,0.3,NA,10,2
5628,2020-01-22,West Virginia,10.2,0.5,NA,37,16
5653,2020-01-23,West Virginia,12.4,0.6,NA,37,1
5678,2020-01-24,West Virginia,3.1,0.7,NA,15,0
5703,2020-01-25,West Virginia,2.1,0.3,NA,4,1
5728,2020-01-26,West Virginia,6,0.3,NA,5,1
5753,2020-01-27,West Virginia,10.8,0.4,NA,8,0
5778,2020-01-28,West Virginia,9.1,0.3,NA,7,0
5803,2020-01-29,West Virginia,8,0.2,NA,6,0
5828,2020-01-30,West Virginia,6.1,0.2,NA,12,1
5853,2020-01-31,West Virginia,11.7,0.5,NA,20,0
5878,2020-02-01,West Virginia,8.2,0.5,NA,14,0
5903,2020-02-02,West Virginia,4,0.2,NA,8,9
5928,2020-02-03,West Virginia,6.6,0.5,NA,20,10
5953,2020-02-04,West Virginia,4.4,0.3,NA,9,5
5978,2020-02-05,West Virginia,3.6,0.3,NA,5,0
6003,2020-02-06,West Virginia,2.9,0.3,NA,4,0
6028,2020-02-07,West Virginia,5.2,0.2,NA,7,0
6053,2020-02-08,West Virginia,5.7,0.2,NA,10,0
6078,2020-02-09,West Virginia,3.9,0.3,NA,9,0
6103,2020-02-10,West Virginia,6.4,0.6,NA,5,0
6128,2020-02-11,West Virginia,4.9,0.6,NA,9,0
6153,2020-02-12,West Virginia,9.9,0.3,NA,12,0
6178,2020-02-13,West Virginia,3.5,0.3,NA,6,1
6203,2020-02-14,West Virginia,8,0.2,NA,8,0
6228,2020-02-15,West Virginia,5.4,0.3,NA,13,0
6253,2020-02-16,West Virginia,7.9,0.4,NA,15,4
6278,2020-02-17,West Virginia,9.2,0.4,NA,12,1
6303,2020-02-18,West Virginia,8.3,0.5,NA,13,0
6328,2020-02-19,West Virginia,10.3,0.3,NA,9,0
6353,2020-02-20,West Virginia,7,0.3,NA,10,1
6378,2020-02-21,West Virginia,6.2,0.3,NA,16,20
6403,2020-02-22,West Virginia,7.4,0.3,NA,13,6
6428,2020-02-23,West Virginia,9,0.4,NA,20,9
6453,2020-02-24,West Virginia,6.2,0.4,NA,28,7
6478,2020-02-25,West Virginia,5.2,0.3,NA,17,1
6503,2020-02-26,West Virginia,4.3,0.3,NA,5,0
6528,2020-02-27,West Virginia,3.1,0.2,NA,7,2
6553,2020-02-28,West Virginia,5.9,0.2,NA,10,0
6578,2020-02-29,West Virginia,7.3,0.3,NA,9,0
6603,2020-03-01,West Virginia,5.1,0.4,NA,16,0
6628,2020-03-02,West Virginia,9.1,0.4,NA,17,1
6653,2020-03-03,West Virginia,9.7,0.4,NA,8,20
6678,2020-03-04,West Virginia,3.2,0.3,NA,10,14
6703,2020-03-05,West Virginia,7,0.4,NA,16,14
6728,2020-03-06,West Virginia,6,0.4,NA,16,0
6753,2020-03-07,West Virginia,4,0.3,NA,10,23
6778,2020-03-08,West Virginia,7.5,0.3,NA,23,1
6803,2020-03-09,West Virginia,9,0.4,NA,25,21
6827,2020-03-10,West Virginia,5.1,0.3,NA,14,3
6851,2020-03-11,West Virginia,5.1,0.3,NA,16,5
6875,2020-03-12,West Virginia,6.1,0.3,NA,25,2
6899,2020-03-13,West Virginia,2.4,0.2,NA,8,0
6923,2020-03-14,West Virginia,4.5,0.3,NA,9,1
6947,2020-03-15,West Virginia,6.6,0.2,NA,8,0
6971,2020-03-16,West Virginia,5.6,0.3,NA,12,1
6995,2020-03-17,West Virginia,7.5,0.4,NA,8,0
7019,2020-03-18,West Virginia,6,0.2,NA,13,0
7043,2020-03-19,West Virginia,8,0.3,NA,13,0
7067,2020-03-20,West Virginia,6.2,0.3,NA,7,12
7091,2020-03-21,West Virginia,4.5,0.2,NA,6,0
7115,2020-03-22,West Virginia,4.4,0.2,NA,8,1
7139,2020-03-23,West Virginia,4.8,0.2,NA,10,1
7163,2020-03-24,West Virginia,6.1,0.3,NA,11,0
7187,2020-03-25,West Virginia,9.5,0.3,NA,8,0
7211,2020-03-26,West Virginia,7.5,0.3,NA,20,5
7235,2020-03-27,West Virginia,6,0.3,NA,14,0
7259,2020-03-28,West Virginia,11,0.3,NA,24,9
7283,2020-03-29,West Virginia,7.4,0.3,NA,5,9
7307,2020-03-30,West Virginia,2.4,0.2,NA,6,4
7331,2020-03-31,West Virginia,3.5,0.2,NA,6,0
7355,2020-04-01,West Virginia,5.8,0.2,NA,NA,0
7379,2020-04-02,West Virginia,5.8,NA,NA,NA,7
7403,2020-04-03,West Virginia,6.8,NA,NA,NA,2
7426,2020-04-04,West Virginia,10,NA,NA,NA,10
7449,2020-04-05,West Virginia,10.6,NA,NA,NA,1
7472,2020-04-06,West Virginia,9.5,NA,NA,NA,27
7496,2020-04-07,West Virginia,9,NA,NA,NA,21
7518,2020-04-08,West Virginia,6.8,NA,NA,NA,2
7540,2020-04-09,West Virginia,4.2,NA,NA,NA,0
7564,2020-04-10,West Virginia,4.7,NA,NA,NA,0
7588,2020-04-11,West Virginia,7.5,NA,NA,NA,5
7611,2020-04-12,West Virginia,6.2,NA,NA,NA,2
7635,2020-04-13,West Virginia,2.3,NA,NA,NA,0
7658,2020-04-14,West Virginia,4.6,NA,NA,NA,0
7681,2020-04-15,West Virginia,7,NA,NA,NA,9
7705,2020-04-16,West Virginia,7.7,NA,NA,NA,2
7729,2020-04-17,West Virginia,7.9,NA,NA,NA,5
7753,2020-04-18,West Virginia,7,NA,NA,NA,6
7777,2020-04-19,West Virginia,4.7,NA,NA,NA,8
7801,2020-04-20,West Virginia,7.5,NA,NA,NA,0
7825,2020-04-21,West Virginia,5.5,NA,NA,NA,1
7849,2020-04-22,West Virginia,6.5,NA,NA,NA,20
7873,2020-04-23,West Virginia,6.6,NA,NA,NA,0
7897,2020-04-24,West Virginia,9.5,NA,NA,NA,0
7921,2020-04-25,West Virginia,4.7,NA,NA,NA,0
7945,2020-04-26,West Virginia,2.1,NA,NA,NA,0
7969,2020-04-27,West Virginia,4.9,NA,NA,NA,32
7993,2020-04-28,West Virginia,7.2,NA,NA,NA,44
8017,2020-04-29,West Virginia,5.8,NA,NA,NA,0
8041,2020-04-30,West Virginia,1.7,NA,NA,NA,25
8065,2020-05-01,West Virginia,3.5,NA,NA,NA,NA
8089,2020-05-02,West Virginia,5.7,NA,NA,NA,NA
8113,2020-05-03,West Virginia,11.1,NA,NA,NA,NA
8137,2020-05-04,West Virginia,6.5,NA,NA,NA,NA
8161,2020-05-05,West Virginia,3.7,NA,NA,NA,NA
8185,2020-05-06,West Virginia,5.9,NA,NA,NA,NA
8208,2020-05-07,West Virginia,4.5,NA,NA,NA,NA
8231,2020-05-08,West Virginia,5.5,NA,NA,NA,NA
8255,2020-05-09,West Virginia,4.1,NA,NA,NA,NA
8279,2020-05-10,West Virginia,4.1,NA,NA,NA,NA
8303,2020-05-11,West Virginia,3.5,NA,NA,NA,NA
8327,2020-05-12,West Virginia,4,NA,NA,NA,NA
8351,2020-05-13,West Virginia,6.2,NA,NA,NA,NA
8375,2020-05-14,West Virginia,9.4,NA,NA,NA,NA
8399,2020-05-15,West Virginia,7.7,NA,NA,NA,NA
8423,2020-05-16,West Virginia,8,NA,NA,NA,NA
8447,2020-05-17,West Virginia,7.7,NA,NA,NA,NA
8471,2020-05-18,West Virginia,7.5,NA,NA,NA,NA
8495,2020-05-19,West Virginia,3.5,NA,NA,NA,NA
8519,2020-05-20,West Virginia,1.6,NA,NA,NA,NA
8542,2020-05-21,West Virginia,2.7,NA,NA,NA,NA
8566,2020-05-22,West Virginia,2.8,NA,NA,NA,NA
8590,2020-05-23,West Virginia,6.8,NA,NA,NA,NA
8614,2020-05-24,West Virginia,9.5,NA,NA,NA,NA
8638,2020-05-25,West Virginia,6.3,NA,NA,NA,NA
8662,2020-05-26,West Virginia,5.8,NA,NA,NA,NA
8686,2020-05-27,West Virginia,3.5,NA,NA,NA,NA
8710,2020-05-28,West Virginia,2.2,NA,NA,NA,NA
8734,2020-05-29,West Virginia,4.7,NA,NA,NA,NA
8756,2020-05-30,West Virginia,6,NA,NA,NA,NA
8779,2020-05-31,West Virginia,6.6,NA,NA,NA,NA
8802,2020-06-01,West Virginia,5.1,NA,NA,NA,NA
8825,2020-06-02,West Virginia,7.7,NA,NA,NA,NA
8847,2020-06-03,West Virginia,11.2,NA,NA,NA,NA
8870,2020-06-04,West Virginia,11.2,NA,NA,NA,NA
8893,2020-06-05,West Virginia,4.9,NA,NA,NA,NA
8916,2020-06-06,West Virginia,7.2,NA,NA,NA,NA
8939,2020-06-07,West Virginia,6,NA,NA,NA,NA
8962,2020-06-08,West Virginia,7.7,NA,NA,NA,NA
8985,2020-06-09,West Virginia,8.8,NA,NA,NA,NA
9007,2020-06-10,West Virginia,6.7,NA,NA,NA,NA
9029,2020-06-11,West Virginia,6.5,NA,NA,NA,NA
9052,2020-06-12,West Virginia,5.6,NA,NA,NA,NA
9075,2020-06-13,West Virginia,6.1,NA,NA,NA,NA
9098,2020-06-14,West Virginia,5.6,NA,NA,NA,NA
9121,2020-06-15,West Virginia,4.3,NA,NA,NA,NA
9144,2020-06-16,West Virginia,7.2,NA,NA,NA,NA
9167,2020-06-17,West Virginia,6.2,NA,NA,NA,NA
9190,2020-06-18,West Virginia,3.3,NA,NA,NA,NA
9213,2020-06-19,West Virginia,3.7,NA,NA,NA,NA
9236,2020-06-20,West Virginia,7.5,NA,NA,NA,NA
9258,2020-06-21,West Virginia,11.4,NA,NA,NA,NA
9280,2020-06-22,West Virginia,7.1,NA,NA,NA,NA
9302,2020-06-23,West Virginia,5.6,NA,NA,NA,NA
9324,2020-06-24,West Virginia,7,NA,NA,NA,NA
9347,2020-06-25,West Virginia,6.1,NA,NA,NA,NA
9368,2020-06-26,West Virginia,7.2,NA,NA,NA,NA
9390,2020-06-27,West Virginia,27.6,NA,NA,NA,NA
9411,2020-06-28,West Virginia,17.2,NA,NA,NA,NA
9433,2020-06-29,West Virginia,8.2,NA,NA,NA,NA
9456,2020-06-30,West Virginia,7.2,NA,NA,NA,NA
9479,2020-07-01,West Virginia,7.5,NA,NA,NA,NA
9502,2020-07-02,West Virginia,9,NA,NA,NA,NA
9525,2020-07-03,West Virginia,11.6,NA,NA,NA,NA
9548,2020-07-04,West Virginia,15.4,NA,NA,NA,NA
9571,2020-07-05,West Virginia,13.2,NA,NA,NA,NA
5102,2020-01-01,Wisconsin,10,0.1,13.6,11,0.6
5127,2020-01-02,Wisconsin,6.4,0.1,20,9,0.9
5152,2020-01-03,Wisconsin,7,0.1,25,10,0.3
5177,2020-01-04,Wisconsin,4.6,0.1,17.3,0,0.2
5202,2020-01-05,Wisconsin,7.7,0.1,9.7,9,0.4
5227,2020-01-06,Wisconsin,4.1,0.1,19.8,8,1.7
5252,2020-01-07,Wisconsin,4.1,0.1,18.6,8,1
5277,2020-01-08,Wisconsin,3.2,0.1,20,6,0.1
5302,2020-01-09,Wisconsin,7.6,0.1,18.3,11,0.9
5327,2020-01-10,Wisconsin,18.4,0.1,26.1,13,0.3
5352,2020-01-11,Wisconsin,3.4,0.1,7.4,7,0.1
5377,2020-01-12,Wisconsin,4.4,0.1,23.1,6,0
5402,2020-01-13,Wisconsin,9.4,0.1,21.7,13,0
5427,2020-01-14,Wisconsin,13.8,0.1,21.9,16,0.2
5452,2020-01-15,Wisconsin,10.9,0.1,28.3,17,0.3
5477,2020-01-16,Wisconsin,6.9,0.1,25.2,3,-0.1
5502,2020-01-17,Wisconsin,8.8,0.1,35.8,10,0.1
5527,2020-01-18,Wisconsin,6.9,0.1,13.8,9,0.3
5552,2020-01-19,Wisconsin,5,0.1,10.3,8,0.2
5577,2020-01-20,Wisconsin,6,0.1,37.3,9,0
5602,2020-01-21,Wisconsin,13,0.2,30.5,18,0.1
5627,2020-01-22,Wisconsin,19.3,0.1,29.2,19,0.5
5652,2020-01-23,Wisconsin,21.1,0.2,23.1,19,0.3
5677,2020-01-24,Wisconsin,14.4,0.2,29.4,13,0.1
5702,2020-01-25,Wisconsin,5.6,0.2,21.7,7,0.2
5727,2020-01-26,Wisconsin,8.6,0.1,12.8,12,0.2
5752,2020-01-27,Wisconsin,3.6,0.1,29.7,9,0.2
5777,2020-01-28,Wisconsin,3.6,0.1,29.4,2,0.1
5802,2020-01-29,Wisconsin,7,0.1,33,13,0
5827,2020-01-30,Wisconsin,15.9,0.1,29.9,29,0.5
5852,2020-01-31,Wisconsin,27.8,0.1,25.9,28,0.1
5877,2020-02-01,Wisconsin,14.3,0.1,14.1,15,0.6
5902,2020-02-02,Wisconsin,6.9,0.1,16.1,11,0.7
5927,2020-02-03,Wisconsin,6.1,0.1,35.9,1,1.1
5952,2020-02-04,Wisconsin,3,0.1,28,5,0.1
5977,2020-02-05,Wisconsin,7.6,0.1,37.6,9,7.6
6002,2020-02-06,Wisconsin,10.1,0.1,36.8,9,0.8
6027,2020-02-07,Wisconsin,8.8,0.1,33.1,13,0.6
6052,2020-02-08,Wisconsin,6.2,0.1,21.7,11,0.1
6077,2020-02-09,Wisconsin,8.2,0.1,23.1,15,0.2
6102,2020-02-10,Wisconsin,13,0.1,32.2,15,2.3
6127,2020-02-11,Wisconsin,13.5,0.1,30,16,1
6152,2020-02-12,Wisconsin,10.7,0.1,30.1,13,3
6177,2020-02-13,Wisconsin,3.5,0.1,20.4,7,0.1
6202,2020-02-14,Wisconsin,8.5,0.2,29.2,15,4.4
6227,2020-02-15,Wisconsin,9,0.1,15.9,9,1.5
6252,2020-02-16,Wisconsin,7.7,0.1,31,14,0.8
6277,2020-02-17,Wisconsin,8.6,0.1,25.2,10,0.4
6302,2020-02-18,Wisconsin,6.8,0.1,14.7,6,0.1
6327,2020-02-19,Wisconsin,5.1,0.1,30.7,8,0.5
6352,2020-02-20,Wisconsin,6.4,0.1,34.6,10,1.4
6377,2020-02-21,Wisconsin,9.8,0.1,26.3,17,2.1
6402,2020-02-22,Wisconsin,11.6,0.1,17.2,16,2.2
6427,2020-02-23,Wisconsin,10.3,0.1,15.6,16,3.3
6452,2020-02-24,Wisconsin,6.2,0.1,46.7,10,0.4
6477,2020-02-25,Wisconsin,3.3,0.1,24.2,5,0.1
6502,2020-02-26,Wisconsin,3,0.1,26.3,4,0.1
6527,2020-02-27,Wisconsin,3.6,0.1,26.6,3,0.1
6552,2020-02-28,Wisconsin,4.3,0.1,31.5,7,0.3
6577,2020-02-29,Wisconsin,6.8,0.1,20.5,10,3.9
6602,2020-03-01,Wisconsin,12.5,0.1,18.1,16,0.9
6627,2020-03-02,Wisconsin,6.8,0.1,30.8,10,0.7
6652,2020-03-03,Wisconsin,9.3,0.1,21.4,10,0.5
6677,2020-03-04,Wisconsin,6,0.1,30.6,4,0.3
6702,2020-03-05,Wisconsin,5.5,0.1,41.3,8,0.8
6727,2020-03-06,Wisconsin,4.2,0.1,39.9,6,0.1
6752,2020-03-07,Wisconsin,10.5,0.1,32.3,13,1.4
6777,2020-03-08,Wisconsin,15.2,0.1,11.1,18,0.5
6802,2020-03-09,Wisconsin,11.6,0.1,32.7,17,1.1
6826,2020-03-10,Wisconsin,6.6,0.1,24.1,6,0.1
6850,2020-03-11,Wisconsin,12.2,0.1,29.6,16,0.2
6874,2020-03-12,Wisconsin,15.4,0.1,18.6,18,0.3
6898,2020-03-13,Wisconsin,4.3,0.1,17.3,7,0.2
6922,2020-03-14,Wisconsin,4.3,0.1,12.1,7,-0.1
6946,2020-03-15,Wisconsin,4.6,0.1,8.8,6,-0.1
6970,2020-03-16,Wisconsin,9,0.1,31.5,10,1.7
6994,2020-03-17,Wisconsin,6.9,0.1,16.9,11,1.2
7018,2020-03-18,Wisconsin,12.6,0.1,12.8,15,0.2
7042,2020-03-19,Wisconsin,12.1,0.2,15.1,16,0.2
7066,2020-03-20,Wisconsin,2.4,0.1,15.8,4,0.1
7090,2020-03-21,Wisconsin,4.2,0.1,21.3,5,-0.1
7114,2020-03-22,Wisconsin,8.9,0.1,9.3,8,0.1
7138,2020-03-23,Wisconsin,15.2,0.1,27.4,13,0.4
